assignment,video,scene,scale_label,scale_value,movement_label,movement_value,frames,time(s),size(MB),dir
train,tt6165596,0020,CS,1,Motion,0,62,2.58,0.39,./../data/train/tt6165596/shot_0020.mp4
train,tt6192840,0021,ECS,0,Static,4,20,0.83,0.15,./../data/train/tt6192840/shot_0021.mp4
train,tt6192840,0037,ECS,0,Static,4,19,0.79,0.14,./../data/train/tt6192840/shot_0037.mp4
train,tt6192840,0055,LS,4,Motion,0,34,1.42,0.44,./../data/train/tt6192840/shot_0055.mp4
train,tt6207542,0002,FS,3,Push,1,70,2.92,2.64,./../data/train/tt6207542/shot_0002.mp4
train,tt6221322,0005,LS,4,Static,4,39,1.63,1.37,./../data/train/tt6221322/shot_0005.mp4
train,tt6221322,0008,CS,1,Static,4,24,1.00,0.54,./../data/train/tt6221322/shot_0008.mp4
train,tt6221322,0028,FS,3,Motion,0,19,0.79,0.90,./../data/train/tt6221322/shot_0028.mp4
train,tt6221322,0029,LS,4,Motion,0,28,1.17,0.52,./../data/train/tt6221322/shot_0029.mp4
train,tt6221322,0032,CS,1,Static,4,14,0.58,0.16,./../data/train/tt6221322/shot_0032.mp4
train,tt6221322,0035,LS,4,Static,4,31,1.29,0.96,./../data/train/tt6221322/shot_0035.mp4
train,tt6221322,0036,LS,4,Static,4,18,0.75,0.18,./../data/train/tt6221322/shot_0036.mp4
train,tt6221322,0040,LS,4,Motion,0,33,1.38,0.30,./../data/train/tt6221322/shot_0040.mp4
train,tt6231364,0002,LS,4,Static,4,27,1.08,0.56,./../data/train/tt6231364/shot_0002.mp4
train,tt6231364,0030,MS,2,Static,4,28,1.12,0.62,./../data/train/tt6231364/shot_0030.mp4
train,tt6231364,0031,ECS,0,Static,4,18,0.72,0.28,./../data/train/tt6231364/shot_0031.mp4
train,tt6231364,0040,FS,3,Static,4,53,2.12,0.94,./../data/train/tt6231364/shot_0040.mp4
train,tt6231364,0041,CS,1,Static,4,42,1.68,0.49,./../data/train/tt6231364/shot_0041.mp4
train,tt6231364,0047,MS,2,Static,4,29,1.16,0.64,./../data/train/tt6231364/shot_0047.mp4
train,tt6231364,0052,FS,3,Static,4,30,1.20,0.36,./../data/train/tt6231364/shot_0052.mp4
train,tt6231364,0060,FS,3,Static,4,39,1.56,1.22,./../data/train/tt6231364/shot_0060.mp4
train,tt6231364,0070,CS,1,Static,4,30,1.20,0.41,./../data/train/tt6231364/shot_0070.mp4
train,tt6268536,0031,ECS,0,Static,4,22,0.88,0.10,./../data/train/tt6268536/shot_0031.mp4
train,tt6268536,0033,FS,3,Static,4,18,0.72,0.21,./../data/train/tt6268536/shot_0033.mp4
train,tt6268536,0041,FS,3,Static,4,33,1.32,0.21,./../data/train/tt6268536/shot_0041.mp4
train,tt6268536,0049,CS,1,Static,4,25,1.00,0.16,./../data/train/tt6268536/shot_0049.mp4
train,tt6268536,0059,CS,1,Static,4,36,1.44,0.13,./../data/train/tt6268536/shot_0059.mp4
train,tt6273736,0004,LS,4,Static,4,41,1.71,0.53,./../data/train/tt6273736/shot_0004.mp4
train,tt6273736,0014,ECS,0,Static,4,41,1.71,0.24,./../data/train/tt6273736/shot_0014.mp4
train,tt6273736,0020,ECS,0,Static,4,25,1.04,0.18,./../data/train/tt6273736/shot_0020.mp4
train,tt6284414,0011,CS,1,Motion,0,26,1.08,0.23,./../data/train/tt6284414/shot_0011.mp4
train,tt6284414,0018,CS,1,Static,4,57,2.38,0.47,./../data/train/tt6284414/shot_0018.mp4
train,tt6284414,0021,MS,2,Push,1,22,0.92,0.26,./../data/train/tt6284414/shot_0021.mp4
train,tt6284414,0034,ECS,0,Static,4,20,0.83,0.18,./../data/train/tt6284414/shot_0034.mp4
train,tt6284414,0037,MS,2,Static,4,18,0.75,0.23,./../data/train/tt6284414/shot_0037.mp4
train,tt6284414,0041,ECS,0,Static,4,18,0.75,0.16,./../data/train/tt6284414/shot_0041.mp4
train,tt6290736,0016,MS,2,Static,4,18,0.75,0.16,./../data/train/tt6290736/shot_0016.mp4
train,tt6290736,0072,FS,3,Static,4,27,1.13,0.20,./../data/train/tt6290736/shot_0072.mp4
train,tt6319308,0001,ECS,0,Static,4,45,1.50,0.18,./../data/train/tt6319308/shot_0001.mp4
train,tt6319308,0007,LS,4,Static,4,41,1.37,0.32,./../data/train/tt6319308/shot_0007.mp4
train,tt6319308,0013,FS,3,Static,4,48,1.60,0.20,./../data/train/tt6319308/shot_0013.mp4
train,tt6466464,0004,LS,4,Motion,0,55,2.29,0.46,./../data/train/tt6466464/shot_0004.mp4
train,tt6513406,0012,CS,1,Motion,0,27,1.12,0.16,./../data/train/tt6513406/shot_0012.mp4
train,tt6788942,0061,CS,1,Motion,0,21,0.88,0.15,./../data/train/tt6788942/shot_0061.mp4
train,tt6788942,0103,MS,2,Push,1,17,0.71,0.35,./../data/train/tt6788942/shot_0103.mp4
train,tt6814080,0022,FS,3,Motion,0,22,0.92,0.84,./../data/train/tt6814080/shot_0022.mp4
train,tt7055592,0021,LS,4,Motion,0,17,0.71,0.20,./../data/train/tt7055592/shot_0021.mp4
train,tt7131870,0013,FS,3,Push,1,14,0.58,0.22,./../data/train/tt7131870/shot_0013.mp4
train,tt7131870,0018,LS,4,Motion,0,53,2.21,0.43,./../data/train/tt7131870/shot_0018.mp4
train,tt7131870,0033,LS,4,Push,1,19,0.79,0.42,./../data/train/tt7131870/shot_0033.mp4
train,tt7131870,0034,FS,3,Motion,0,15,0.62,0.25,./../data/train/tt7131870/shot_0034.mp4
train,tt7180392,0001,LS,4,Static,4,44,1.83,0.13,./../data/train/tt7180392/shot_0001.mp4
val,tt2010976,0007,ECS,0,Static,4,24,1.00,0.12,./../data/val/tt2010976/shot_0007.mp4
val,tt2010976,0023,ECS,0,Static,4,185,7.72,0.50,./../data/val/tt2010976/shot_0023.mp4
val,tt2010976,0027,ECS,0,Motion,0,29,1.21,0.12,./../data/val/tt2010976/shot_0027.mp4
val,tt2011040,0042,FS,3,Static,4,49,2.04,0.38,./../data/val/tt2011040/shot_0042.mp4
val,tt2011040,0058,FS,3,Static,4,18,0.75,0.21,./../data/val/tt2011040/shot_0058.mp4
val,tt2011040,0064,FS,3,Static,4,24,1.00,0.58,./../data/val/tt2011040/shot_0064.mp4
val,tt2011040,0065,FS,3,Static,4,27,1.13,0.26,./../data/val/tt2011040/shot_0065.mp4
val,tt2011040,0070,CS,1,Static,4,33,1.38,0.39,./../data/val/tt2011040/shot_0070.mp4
val,tt2011276,0041,MS,2,Motion,0,22,0.92,0.45,./../data/val/tt2011276/shot_0041.mp4
val,tt2014295,0003,FS,3,Static,4,35,1.40,0.44,./../data/val/tt2014295/shot_0003.mp4
val,tt2014295,0016,MS,2,Static,4,27,1.08,0.23,./../data/val/tt2014295/shot_0016.mp4
val,tt2014295,0033,FS,3,Static,4,21,0.84,0.12,./../data/val/tt2014295/shot_0033.mp4
val,tt2014295,0057,LS,4,Static,4,17,0.68,0.06,./../data/val/tt2014295/shot_0057.mp4
val,tt2015298,0002,CS,1,Motion,0,74,2.96,1.00,./../data/val/tt2015298/shot_0002.mp4
val,tt2015298,0034,CS,1,Motion,0,14,0.56,0.39,./../data/val/tt2015298/shot_0034.mp4
val,tt2015298,0042,ECS,0,Static,4,21,0.84,0.44,./../data/val/tt2015298/shot_0042.mp4
val,tt2016940,0038,FS,3,Motion,0,22,0.88,0.27,./../data/val/tt2016940/shot_0038.mp4
val,tt2016940,0053,FS,3,Static,4,17,0.68,0.14,./../data/val/tt2016940/shot_0053.mp4
val,tt2023714,0001,ECS,0,Static,4,154,6.42,0.97,./../data/val/tt2023714/shot_0001.mp4
val,tt2023714,0003,CS,1,Static,4,76,3.17,0.40,./../data/val/tt2023714/shot_0003.mp4
val,tt2023714,0004,ECS,0,Static,4,43,1.79,0.24,./../data/val/tt2023714/shot_0004.mp4
val,tt2023714,0016,CS,1,Motion,0,83,3.46,0.69,./../data/val/tt2023714/shot_0016.mp4
val,tt2023714,0019,ECS,0,Motion,0,18,0.75,0.12,./../data/val/tt2023714/shot_0019.mp4
val,tt2023714,0026,MS,2,Motion,0,38,1.58,0.58,./../data/val/tt2023714/shot_0026.mp4
val,tt2032557,0016,LS,4,Motion,0,57,2.38,0.37,./../data/val/tt2032557/shot_0016.mp4
val,tt2032557,0023,CS,1,Motion,0,17,0.71,0.12,./../data/val/tt2032557/shot_0023.mp4
val,tt2036376,0007,CS,1,Static,4,25,1.04,0.17,./../data/val/tt2036376/shot_0007.mp4
val,tt2036376,0053,MS,2,Static,4,24,1.00,0.13,./../data/val/tt2036376/shot_0053.mp4
val,tt2036376,0054,CS,1,Motion,0,20,0.83,0.19,./../data/val/tt2036376/shot_0054.mp4
val,tt2036376,0073,FS,3,Static,4,14,0.58,0.11,./../data/val/tt2036376/shot_0073.mp4
val,tt2041488,0067,CS,1,Static,4,26,1.08,0.11,./../data/val/tt2041488/shot_0067.mp4
val,tt2041488,0091,CS,1,Motion,0,39,1.63,0.20,./../data/val/tt2041488/shot_0091.mp4
val,tt2041488,0097,CS,1,Static,4,21,0.88,0.10,./../data/val/tt2041488/shot_0097.mp4
val,tt2041488,0115,CS,1,Static,4,15,0.63,0.12,./../data/val/tt2041488/shot_0115.mp4
val,tt2041532,0021,CS,1,Static,4,17,0.68,0.15,./../data/val/tt2041532/shot_0021.mp4
val,tt2041532,0027,FS,3,Static,4,34,1.36,0.16,./../data/val/tt2041532/shot_0027.mp4
val,tt2041532,0052,ECS,0,Static,4,16,0.64,0.11,./../data/val/tt2041532/shot_0052.mp4
val,tt2041532,0060,MS,2,Static,4,39,1.56,0.15,./../data/val/tt2041532/shot_0060.mp4
val,tt2041532,0068,MS,2,Motion,0,41,1.64,0.60,./../data/val/tt2041532/shot_0068.mp4
val,tt2044833,0015,ECS,0,Static,4,34,1.36,0.32,./../data/val/tt2044833/shot_0015.mp4
val,tt2044833,0019,CS,1,Static,4,15,0.60,0.23,./../data/val/tt2044833/shot_0019.mp4
val,tt2044833,0030,ECS,0,Static,4,15,0.60,0.08,./../data/val/tt2044833/shot_0030.mp4
val,tt2046090,0031,CS,1,Static,4,14,0.56,0.20,./../data/val/tt2046090/shot_0031.mp4
val,tt2046090,0035,LS,4,Motion,0,21,0.84,0.74,./../data/val/tt2046090/shot_0035.mp4
val,tt2046090,0043,LS,4,Motion,0,15,0.60,0.35,./../data/val/tt2046090/shot_0043.mp4
val,tt2046090,0046,CS,1,Motion,0,18,0.72,0.28,./../data/val/tt2046090/shot_0046.mp4
val,tt2046090,0082,CS,1,Static,4,27,1.08,0.43,./../data/val/tt2046090/shot_0082.mp4
val,tt2046090,0083,FS,3,Motion,0,96,3.84,1.46,./../data/val/tt2046090/shot_0083.mp4
val,tt2046090,0090,CS,1,Motion,0,28,1.12,0.53,./../data/val/tt2046090/shot_0090.mp4
val,tt2048824,0004,FS,3,Static,4,39,1.63,0.16,./../data/val/tt2048824/shot_0004.mp4
val,tt2048824,0006,ECS,0,Static,4,45,1.88,0.26,./../data/val/tt2048824/shot_0006.mp4
val,tt2048824,0044,ECS,0,Static,4,21,0.88,0.14,./../data/val/tt2048824/shot_0044.mp4
val,tt2049543,0021,MS,2,Push,1,36,1.50,0.34,./../data/val/tt2049543/shot_0021.mp4
val,tt2049543,0039,LS,4,Motion,0,29,1.21,0.42,./../data/val/tt2049543/shot_0039.mp4
val,tt2049586,0059,FS,3,Push,1,31,1.29,0.28,./../data/val/tt2049586/shot_0059.mp4
val,tt2049586,0076,CS,1,Motion,0,52,2.17,0.34,./../data/val/tt2049586/shot_0076.mp4
val,tt2051894,0036,FS,3,Static,4,53,2.21,0.35,./../data/val/tt2051894/shot_0036.mp4
val,tt2051894,0037,FS,3,Motion,0,48,2.00,1.02,./../data/val/tt2051894/shot_0037.mp4
val,tt2054790,0030,CS,1,Static,4,25,1.04,0.32,./../data/val/tt2054790/shot_0030.mp4
val,tt2054790,0049,FS,3,Static,4,36,1.50,0.38,./../data/val/tt2054790/shot_0049.mp4
val,tt2055730,0001,FS,3,Motion,0,40,1.67,0.47,./../data/val/tt2055730/shot_0001.mp4
val,tt2055730,0020,MS,2,Static,4,27,1.13,0.24,./../data/val/tt2055730/shot_0020.mp4
val,tt2056520,0000,ECS,0,Static,4,3,0.12,0.02,./../data/val/tt2056520/shot_0000.mp4
val,tt2056697,0003,ECS,0,Static,4,35,1.46,0.30,./../data/val/tt2056697/shot_0003.mp4
val,tt2056697,0012,ECS,0,Motion,0,18,0.75,0.20,./../data/val/tt2056697/shot_0012.mp4
val,tt2061843,0015,FS,3,Static,4,18,0.72,0.13,./../data/val/tt2061843/shot_0015.mp4
val,tt2062575,0009,FS,3,Static,4,33,1.10,0.63,./../data/val/tt2062575/shot_0009.mp4
val,tt2062575,0031,FS,3,Static,4,27,0.90,0.44,./../data/val/tt2062575/shot_0031.mp4
val,tt2062575,0039,CS,1,Static,4,28,0.93,0.31,./../data/val/tt2062575/shot_0039.mp4
val,tt2062575,0051,LS,4,Static,4,24,0.80,0.45,./../data/val/tt2062575/shot_0051.mp4
val,tt2062575,0055,CS,1,Static,4,14,0.47,0.14,./../data/val/tt2062575/shot_0055.mp4
val,tt2062602,0001,ECS,0,Static,4,58,1.93,0.30,./../data/val/tt2062602/shot_0001.mp4
val,tt2062602,0006,MS,2,Motion,0,60,2.00,0.66,./../data/val/tt2062602/shot_0006.mp4
val,tt2062602,0013,ECS,0,Static,4,48,1.60,0.21,./../data/val/tt2062602/shot_0013.mp4
val,tt2063008,0038,MS,2,Static,4,32,1.33,0.40,./../data/val/tt2063008/shot_0038.mp4
val,tt2063008,0041,CS,1,Motion,0,22,0.92,0.18,./../data/val/tt2063008/shot_0041.mp4
val,tt2063804,0004,MS,2,Motion,0,72,2.88,0.45,./../data/val/tt2063804/shot_0004.mp4
val,tt2063804,0016,CS,1,Static,4,31,1.24,0.15,./../data/val/tt2063804/shot_0016.mp4
val,tt2063819,0004,MS,2,Static,4,26,1.08,0.33,./../data/val/tt2063819/shot_0004.mp4
val,tt2063819,0008,ECS,0,Motion,0,41,1.71,0.64,./../data/val/tt2063819/shot_0008.mp4
val,tt2063819,0036,ECS,0,Motion,0,24,1.00,0.45,./../data/val/tt2063819/shot_0036.mp4
val,tt2063819,0047,CS,1,Static,4,23,0.96,0.33,./../data/val/tt2063819/shot_0047.mp4
val,tt2064968,0012,FS,3,Static,4,21,0.88,0.25,./../data/val/tt2064968/shot_0012.mp4
val,tt2064968,0018,LS,4,Static,4,30,1.25,0.28,./../data/val/tt2064968/shot_0018.mp4
val,tt2064968,0038,FS,3,Static,4,16,0.67,0.24,./../data/val/tt2064968/shot_0038.mp4
val,tt2064968,0045,MS,2,Static,4,21,0.88,0.22,./../data/val/tt2064968/shot_0045.mp4
val,tt2064968,0050,CS,1,Static,4,27,1.13,0.19,./../data/val/tt2064968/shot_0050.mp4
val,tt2064968,0065,CS,1,Static,4,16,0.67,0.11,./../data/val/tt2064968/shot_0065.mp4
val,tt2064968,0066,CS,1,Static,4,19,0.79,0.13,./../data/val/tt2064968/shot_0066.mp4
val,tt2065967,0007,LS,4,Motion,0,27,1.08,0.19,./../data/val/tt2065967/shot_0007.mp4
val,tt2065967,0014,LS,4,Push,1,56,2.24,0.34,./../data/val/tt2065967/shot_0014.mp4
val,tt2065967,0018,FS,3,Static,4,30,1.20,0.25,./../data/val/tt2065967/shot_0018.mp4
val,tt2065967,0024,MS,2,Static,4,58,2.32,0.53,./../data/val/tt2065967/shot_0024.mp4
val,tt2065967,0030,CS,1,Static,4,40,1.60,0.19,./../data/val/tt2065967/shot_0030.mp4
val,tt2065967,0044,LS,4,Static,4,32,1.28,0.67,./../data/val/tt2065967/shot_0044.mp4
val,tt2066017,0002,ECS,0,Static,4,201,6.71,1.63,./../data/val/tt2066017/shot_0002.mp4
val,tt2066017,0018,FS,3,Static,4,57,1.90,0.40,./../data/val/tt2066017/shot_0018.mp4
val,tt2066017,0028,CS,1,Static,4,87,2.90,0.64,./../data/val/tt2066017/shot_0028.mp4
val,tt2066017,0041,MS,2,Motion,0,92,3.07,1.30,./../data/val/tt2066017/shot_0041.mp4
val,tt2070701,0024,MS,2,Static,4,61,2.44,0.39,./../data/val/tt2070701/shot_0024.mp4
val,tt2070701,0028,CS,1,Static,4,19,0.76,0.23,./../data/val/tt2070701/shot_0028.mp4
val,tt2070701,0036,MS,2,Static,4,39,1.56,0.44,./../data/val/tt2070701/shot_0036.mp4
val,tt2070701,0039,ECS,0,Static,4,47,1.88,0.37,./../data/val/tt2070701/shot_0039.mp4
val,tt2070701,0044,ECS,0,Static,4,24,0.96,0.21,./../data/val/tt2070701/shot_0044.mp4
val,tt2070701,0057,CS,1,Motion,0,22,0.88,0.38,./../data/val/tt2070701/shot_0057.mp4
val,tt2070701,0063,ECS,0,Static,4,31,1.24,0.31,./../data/val/tt2070701/shot_0063.mp4
val,tt2070701,0075,CS,1,Static,4,15,0.60,0.24,./../data/val/tt2070701/shot_0075.mp4
val,tt2070717,0005,ECS,0,Static,4,52,2.17,0.39,./../data/val/tt2070717/shot_0005.mp4
val,tt2070717,0007,LS,4,Motion,0,57,2.38,0.44,./../data/val/tt2070717/shot_0007.mp4
val,tt2070717,0008,LS,4,Motion,0,54,2.25,0.44,./../data/val/tt2070717/shot_0008.mp4
val,tt2070717,0015,ECS,0,Static,4,43,1.79,0.28,./../data/val/tt2070717/shot_0015.mp4
val,tt2070717,0017,LS,4,Motion,0,83,3.46,0.52,./../data/val/tt2070717/shot_0017.mp4
val,tt2070717,0018,LS,4,Static,4,53,2.21,0.99,./../data/val/tt2070717/shot_0018.mp4
val,tt2070717,0019,ECS,0,Static,4,53,2.21,0.46,./../data/val/tt2070717/shot_0019.mp4
val,tt2070717,0020,ECS,0,Motion,0,61,2.54,0.53,./../data/val/tt2070717/shot_0020.mp4
val,tt2070717,0026,FS,3,Static,4,72,3.00,0.83,./../data/val/tt2070717/shot_0026.mp4
val,tt2071148,0009,MS,2,Motion,0,21,0.70,0.24,./../data/val/tt2071148/shot_0009.mp4
val,tt2071148,0022,FS,3,Static,4,24,0.80,0.35,./../data/val/tt2071148/shot_0022.mp4
val,tt2071445,0008,LS,4,Static,4,32,1.33,0.77,./../data/val/tt2071445/shot_0008.mp4
val,tt2071445,0017,LS,4,Static,4,106,4.42,1.76,./../data/val/tt2071445/shot_0017.mp4
val,tt2071445,0045,CS,1,Static,4,15,0.62,0.10,./../data/val/tt2071445/shot_0045.mp4
val,tt2073086,0000,LS,4,Static,4,74,3.08,0.59,./../data/val/tt2073086/shot_0000.mp4
val,tt2073086,0001,CS,1,Motion,0,42,1.75,0.57,./../data/val/tt2073086/shot_0001.mp4
val,tt2073086,0013,CS,1,Static,4,44,1.83,0.38,./../data/val/tt2073086/shot_0013.mp4
val,tt2073086,0034,FS,3,Motion,0,41,1.71,0.43,./../data/val/tt2073086/shot_0034.mp4
val,tt2073086,0039,ECS,0,Motion,0,63,2.62,0.85,./../data/val/tt2073086/shot_0039.mp4
val,tt2073121,0022,CS,1,Static,4,22,0.92,0.08,./../data/val/tt2073121/shot_0022.mp4
val,tt2073121,0036,MS,2,Static,4,23,0.96,0.10,./../data/val/tt2073121/shot_0036.mp4
val,tt2073121,0045,MS,2,Pull,2,33,1.38,0.18,./../data/val/tt2073121/shot_0045.mp4
val,tt2073121,0050,CS,1,Static,4,42,1.75,0.14,./../data/val/tt2073121/shot_0050.mp4
val,tt2073121,0060,FS,3,Static,4,55,2.29,0.18,./../data/val/tt2073121/shot_0060.mp4
val,tt2075223,0017,MS,2,Motion,0,18,0.75,0.32,./../data/val/tt2075223/shot_0017.mp4
val,tt2075223,0024,ECS,0,Static,4,21,0.88,0.22,./../data/val/tt2075223/shot_0024.mp4
val,tt2075223,0027,ECS,0,Static,4,20,0.83,0.37,./../data/val/tt2075223/shot_0027.mp4
val,tt2075223,0055,ECS,0,Static,4,21,0.88,0.25,./../data/val/tt2075223/shot_0055.mp4
val,tt2075223,0056,CS,1,Motion,0,60,2.50,0.73,./../data/val/tt2075223/shot_0056.mp4
val,tt2075223,0065,ECS,0,Static,4,19,0.79,0.31,./../data/val/tt2075223/shot_0065.mp4
val,tt2075223,0066,MS,2,Static,4,32,1.33,0.29,./../data/val/tt2075223/shot_0066.mp4
val,tt2075223,0068,ECS,0,Static,4,43,1.79,0.45,./../data/val/tt2075223/shot_0068.mp4
val,tt2075223,0085,ECS,0,Static,4,15,0.62,0.25,./../data/val/tt2075223/shot_0085.mp4
val,tt2075223,0087,CS,1,Static,4,20,0.83,0.33,./../data/val/tt2075223/shot_0087.mp4
val,tt2075223,0092,FS,3,Static,4,18,0.75,0.56,./../data/val/tt2075223/shot_0092.mp4
val,tt2076349,0002,LS,4,Motion,0,106,4.24,6.48,./../data/val/tt2076349/shot_0002.mp4
val,tt2076349,0003,ECS,0,Static,4,57,2.28,1.21,./../data/val/tt2076349/shot_0003.mp4
val,tt2076349,0018,ECS,0,Static,4,45,1.80,0.62,./../data/val/tt2076349/shot_0018.mp4
val,tt2076349,0025,ECS,0,Static,4,25,1.00,0.42,./../data/val/tt2076349/shot_0025.mp4
val,tt2076349,0026,ECS,0,Static,4,17,0.68,0.28,./../data/val/tt2076349/shot_0026.mp4
val,tt2076349,0027,ECS,0,Static,4,21,0.84,0.34,./../data/val/tt2076349/shot_0027.mp4
val,tt2076349,0034,LS,4,Motion,0,47,1.88,1.77,./../data/val/tt2076349/shot_0034.mp4
val,tt2076349,0035,ECS,0,Static,4,43,1.72,0.93,./../data/val/tt2076349/shot_0035.mp4
val,tt2076349,0036,ECS,0,Motion,0,42,1.68,0.49,./../data/val/tt2076349/shot_0036.mp4
val,tt2078586,0003,CS,1,Static,4,16,0.64,0.13,./../data/val/tt2078586/shot_0003.mp4
val,tt2078586,0004,CS,1,Motion,0,20,0.80,0.13,./../data/val/tt2078586/shot_0004.mp4
val,tt2078586,0031,CS,1,Static,4,51,2.04,0.25,./../data/val/tt2078586/shot_0031.mp4
val,tt2078586,0033,ECS,0,Static,4,39,1.56,0.23,./../data/val/tt2078586/shot_0033.mp4
val,tt2078586,0046,ECS,0,Static,4,19,0.76,0.09,./../data/val/tt2078586/shot_0046.mp4
val,tt2078696,0017,ECS,0,Static,4,57,2.28,0.96,./../data/val/tt2078696/shot_0017.mp4
val,tt2081178,0003,FS,3,Motion,0,19,0.79,0.29,./../data/val/tt2081178/shot_0003.mp4
val,tt2081178,0012,CS,1,Static,4,67,2.79,0.31,./../data/val/tt2081178/shot_0012.mp4
val,tt2081178,0019,MS,2,Static,4,28,1.17,0.15,./../data/val/tt2081178/shot_0019.mp4
val,tt2081178,0025,FS,3,Pull,2,44,1.84,0.32,./../data/val/tt2081178/shot_0025.mp4
val,tt2081178,0028,MS,2,Static,4,21,0.88,0.12,./../data/val/tt2081178/shot_0028.mp4
val,tt2082475,0015,FS,3,Static,4,27,1.08,0.28,./../data/val/tt2082475/shot_0015.mp4
val,tt2082517,0019,LS,4,Static,4,55,2.29,0.28,./../data/val/tt2082517/shot_0019.mp4
val,tt2082517,0022,MS,2,Static,4,81,3.38,0.58,./../data/val/tt2082517/shot_0022.mp4
val,tt2082517,0023,MS,2,Static,4,101,4.21,0.50,./../data/val/tt2082517/shot_0023.mp4
val,tt2082517,0024,FS,3,Static,4,58,2.42,0.39,./../data/val/tt2082517/shot_0024.mp4
val,tt2082517,0030,MS,2,Static,4,60,2.50,0.35,./../data/val/tt2082517/shot_0030.mp4
val,tt2082517,0033,FS,3,Static,4,34,1.42,0.20,./../data/val/tt2082517/shot_0033.mp4
val,tt2082517,0034,FS,3,Motion,0,16,0.67,0.17,./../data/val/tt2082517/shot_0034.mp4
val,tt2083379,0001,CS,1,Motion,0,110,4.59,0.60,./../data/val/tt2083379/shot_0001.mp4
val,tt2083379,0011,CS,1,Static,4,34,1.42,0.22,./../data/val/tt2083379/shot_0011.mp4
val,tt2083379,0041,LS,4,Motion,0,18,0.75,0.18,./../data/val/tt2083379/shot_0041.mp4
val,tt2083379,0047,CS,1,Static,4,14,0.58,0.15,./../data/val/tt2083379/shot_0047.mp4
val,tt2083379,0063,FS,3,Static,4,19,0.79,0.08,./../data/val/tt2083379/shot_0063.mp4
val,tt2084960,0005,ECS,0,Static,4,57,2.28,0.43,./../data/val/tt2084960/shot_0005.mp4
val,tt2084960,0007,ECS,0,Static,4,41,1.64,0.35,./../data/val/tt2084960/shot_0007.mp4
val,tt2084960,0011,LS,4,Static,4,16,0.64,0.19,./../data/val/tt2084960/shot_0011.mp4
val,tt2084960,0020,LS,4,Motion,0,34,1.36,0.61,./../data/val/tt2084960/shot_0020.mp4
val,tt2084960,0025,CS,1,Static,4,26,1.04,0.15,./../data/val/tt2084960/shot_0025.mp4
val,tt2084960,0028,LS,4,Static,4,47,1.88,0.39,./../data/val/tt2084960/shot_0028.mp4
val,tt2084960,0029,ECS,0,Static,4,84,3.36,0.82,./../data/val/tt2084960/shot_0029.mp4
val,tt2085756,0003,ECS,0,Static,4,30,1.25,0.42,./../data/val/tt2085756/shot_0003.mp4
val,tt2085756,0051,MS,2,Motion,0,58,2.42,1.22,./../data/val/tt2085756/shot_0051.mp4
val,tt2085893,0009,ECS,0,Static,4,63,2.62,0.58,./../data/val/tt2085893/shot_0009.mp4
val,tt2085893,0018,CS,1,Static,4,242,10.08,1.45,./../data/val/tt2085893/shot_0018.mp4
val,tt2085893,0031,ECS,0,Static,4,19,0.79,0.14,./../data/val/tt2085893/shot_0031.mp4
val,tt2085893,0040,CS,1,Motion,0,40,1.67,0.36,./../data/val/tt2085893/shot_0040.mp4
val,tt2085893,0046,FS,3,Static,4,41,1.71,1.09,./../data/val/tt2085893/shot_0046.mp4
val,tt2085957,0023,MS,2,Static,4,26,1.08,0.13,./../data/val/tt2085957/shot_0023.mp4
val,tt2085957,0029,ECS,0,Static,4,21,0.88,0.12,./../data/val/tt2085957/shot_0029.mp4
val,tt2087864,0026,ECS,0,Motion,0,34,1.36,0.24,./../data/val/tt2087864/shot_0026.mp4
val,tt2087864,0031,ECS,0,Static,4,27,1.08,0.09,./../data/val/tt2087864/shot_0031.mp4
val,tt2088735,0006,CS,1,Push,1,56,2.34,0.36,./../data/val/tt2088735/shot_0006.mp4
val,tt2088735,0012,MS,2,Static,4,44,1.84,0.50,./../data/val/tt2088735/shot_0012.mp4
val,tt2089674,0005,LS,4,Motion,0,74,3.09,0.35,./../data/val/tt2089674/shot_0005.mp4
val,tt2089674,0008,FS,3,Static,4,18,0.75,0.16,./../data/val/tt2089674/shot_0008.mp4
val,tt2089674,0017,LS,4,Motion,0,61,2.54,0.58,./../data/val/tt2089674/shot_0017.mp4
val,tt2089674,0023,ECS,0,Static,4,30,1.25,0.10,./../data/val/tt2089674/shot_0023.mp4
val,tt2089674,0024,ECS,0,Static,4,59,2.46,0.27,./../data/val/tt2089674/shot_0024.mp4
val,tt2089674,0031,LS,4,Motion,0,42,1.75,0.19,./../data/val/tt2089674/shot_0031.mp4
val,tt2089674,0037,MS,2,Static,4,46,1.92,0.42,./../data/val/tt2089674/shot_0037.mp4
val,tt2089674,0042,ECS,0,Static,4,27,1.13,0.12,./../data/val/tt2089674/shot_0042.mp4
val,tt2089674,0043,ECS,0,Static,4,40,1.67,0.18,./../data/val/tt2089674/shot_0043.mp4
val,tt2089674,0060,FS,3,Motion,0,28,1.17,0.34,./../data/val/tt2089674/shot_0060.mp4
val,tt2089674,0061,ECS,0,Static,4,36,1.50,0.56,./../data/val/tt2089674/shot_0061.mp4
val,tt2089674,0068,ECS,0,Static,4,17,0.71,0.11,./../data/val/tt2089674/shot_0068.mp4
val,tt2090497,0022,LS,4,Push,1,25,1.00,0.32,./../data/val/tt2090497/shot_0022.mp4
